section,finding_id,severity,category,title,location,evidence,impact,fix,attack,defense,verdict,justification,flagged_critical,source_count
S03,S03-F04,P2,FIGURE_PLACEMENT_FUTURE_CONCEPT,A visual intended to reduce uncertainty introduces a future control-flow construct before its learner-facing definition.,figure S03-guard-order attached to T1-A Comparaciones y el operador in,The figure caption discusses moving a guard and changing classification before guard clauses or branch ordering are introduced in T2.,"The learner sees 'guarda' and ordered branch effects before knowing what a guard is, so the figure cannot perform explanatory work at its current position.",Move S03-guard-order to T2-B after branch order and dead branches are explained; keep T1-A visual-free or use a comparison/membership figure.,,,,,False,1
S03,S03-F05,P2,LOCAL_FORWARD_REFERENCE,The explanation uses the next subtopic's operator to explain the current subtopic's first mental model.,T1-A paragraph 2,Chained comparison is explained as equivalent to two comparisons joined by and before and/or are taught in T1-B.,A ZERO_TECH learner must infer what and does precisely in order to understand why 18 <= edad <= 65 works.,Say 'equivale a exigir que se cumplan las dos comparaciones; Python evalúa edad una sola vez' and introduce the and syntax in T1-B.,,,,,False,1
S03,S03-F06,P2,COGNITIVE_LOAD_PROGRESSIVE_DISCLOSURE,The novice must decode five future container syntaxes merely to learn the crucial S03 distinction None vs 0.,T1-B truthiness paragraph,"The first truthiness list includes (), [], {}, set(), range(0) and mentions while although collections and loop constructs are scheduled later.","Attention shifts from the business distinction to unexplained punctuation and constructors, increasing the chance that the learner memorizes a falsy list instead of learning the policy distinction.","In the core paragraph use False, None, numeric zero and empty string. Add one sentence that empty collections are also falsy and will be revisited in S06; omit while/range examples here.",,,,,False,1
S03,S03-F07,P2,OUTCOME_EXAMPLE_GAP,The learner can observe the final operand value yet has no evidence that the right-hand expression was not evaluated.,T1-B short-circuit paragraph and truthiness_monto.py,"The prose defines short-circuit, but the examples '' or 'default', 0 and 99 and 5 and 99 demonstrate operand return values without making skipped evaluation observable.",The learner may equate short-circuit with 'and/or return a convenient operand' and fail to predict why a guard like edad is not None and edad >= 18 safely avoids the second comparison when edad is None.,"Add one process worked example in which the second expression would fail if evaluated, e.g. edad=None followed by edad is not None and edad >= 18, and narrate why the right side is skipped.",,,,,False,1
S03,S03-F11,P2,CROSS_SECTION_RUNTIME_CONTRACT_DRIFT,A compatibility fallback reopens a settled prerequisite and encourages unsupported runtimes without educational need.,T3-B Python 3.10+ callout,The callout tells learners on versions earlier than 3.10 to implement the table with if/elif even though the course states it uses Python 3.12 and S01's stated outcome is a 3.12+ environment.,A learner on an old Python can conclude the environment is acceptable and continue accumulating behavior/version differences instead of fixing the S01 setup contract.,State only that match requires the course's Python 3.12 runtime; remove the pre-3.10 fallback from the learner path.,,,,,False,1
S03,S03-F14,P2,EXAMPLE_OVERLOADED_FUTURE_METHODS,The worked example for specification/invariants is harder than the concept because it bundles several unrelated future constructs.,T4-A validate_contacto example,"The invariant example requires isinstance, strip, isdigit, len, dict/list nesting, indexing, for iteration and a function before the learner can focus on what an invariant means. String methods are formally developed later in S07.",The learner can copy a nine-digit validator but cannot explain which line represents the invariant versus incidental normalization/container mechanics.,"Use a previously learned scalar rule such as edad is None / 0<=edad<=120 to demonstrate invariant, counterexample and branch tests. Defer string-method validation to S07.",,,,,False,1
S03,S03-F15,P2,WIDOW_TERM,An abbreviation with no learner value at this point creates an external-knowledge obligation.,T4-B paragraph 1,"The text says stable codes allow metrics and i18n later, but i18n has never been introduced and is not needed to understand actionable messages.",The learner may stop to infer or search for i18n while the actual concept is simply that stable codes can later support translated messages.,Replace i18n with 'traducciones de mensajes' or add 'i18n (internacionalización)' if the abbreviation must be preserved.,,,,,False,1
S03,S03-F16,P2,TECHNICAL_OVERGENERALIZATION,"Fail-closed behavior for a known closed catalog is useful, but 'more secure' is context-dependent and can become operationally wrong when the catalog is incomplete or the policy should review unknown values rather than reject them.",opening allowlist definition,"The lesson says an allowlist is safer than a denylist because forgotten values remain outside, stated as a broad rule before later acknowledging stale/unknown catalog values may require review.",The learner can generalize 'allowlist always safer' to domains where a stale list silently blocks legitimate values or where unknown values require a different state.,"Scope the claim: 'En un catálogo cerrado, una allowlist falla cerrado: lo no enumerado no se acepta automáticamente; según la política puede ir a review o reject.'",,,,,False,1
S03,S03-F17,P2,PERSISTENT_WIDOW_CURRICULUM_ID,The lesson still treats internal curriculum labels as meaningful nouns instead of explaining the artifact/case they denote.,opening callout and optional contract,CP-N1-A and CASO-LIM-003 remain learner-facing identifiers without a fresh plain-language expansion. S01/S02 audits already marked the CP/CASO family as unresolved for the zero-tech learner.,The learner can again wonder whether CASO-LIM-003 is a file/tool and what CP-N1-A specifically means in this section.,"At first use write 'CP-N1-A, el proyecto acumulativo de captura y calidad de datos del Nivel 1' and 'CASO-LIM-003, el caso sintético de reglas de esta sección'.",,,,,False,1
S03,,UNSPEC,three_failure_causes,"Curriculum sequence inversion: S03 teaches control flow through functions, loops and collections that the roadmap places in S04-S06.",,,,,,,,,False,1
S03,,UNSPEC,three_failure_causes,"Core contract drift: invariant definition, NOT_IN_ALLOWLIST status and branch-coverage minimum are internally inconsistent.",,,,,,,,,False,1
S03,,UNSPEC,three_failure_causes,Worked examples often demonstrate surrounding syntax rather than isolating the new control-flow concept for a true novice.,,,,,,,,,False,1
S04,S04-F03,P1,TECHNICAL_OVERCLAIM_COMPLEXITY_MODEL,The prose confuses asymptotic linear complexity with a one-pass-only design rule.,opening theory paragraph 4,The lesson says one pass is enough and that needing two passes probably means information was stored incorrectly. Two sequential passes over n items perform about 2n work and remain O(n); multiple passes can be clearer or intentionally separate concerns.,A learner can reject a clear two-pass O(n) solution as algorithmically wrong or contort code into one pass merely to satisfy a false performance rule.,"State that one pass is often sufficient for these counters, but a small fixed number of passes is still O(n); avoid repeated nested rescans when they are unnecessary.",,,,,False,1
